name,description,director,actors,year,cover,original_name,url,genres_ids 
Careful What You Wish For,Careful What You Wish For,,,2018,http://portal.suptv.me/stalker_portal/screenshots/19/1809.jpg,Careful What You Wish For,http://5.135.130.33:8800/vid.php?h=WC9WVW9tZ0U2aVRDMUtTUXJnVU12UnR2YXNKdER5SDR2LzV3L09sLzBVZzBRS2hHcmJmeWp3U3hDZWZIVGRyM1FYRWhBcWdIUEZlcU5EOEN4d29IWlE9PQ%3D%3D&t=MTUyMjg3OTY2MA%3D%3D&z=6a6634c872e2a2341648dba76fdc2abb3073ae3e79d3&v=Careful-What-You-Wish-For_20161208114511.mp4,Action
Chosen,Chosen,,,2018,http://portal.suptv.me/stalker_portal/screenshots/19/1810.jpg,Chosen,http://5.135.130.33:8800/vid.php?h=NlMwZUdaOWM2OTJTQUxHNExlVng2YkFIcWZydnpHTm5FTG43VzI2RzlzYWwvY295azFWYlo0RUZzUklUcFFmU1lDaFpGVnhubnEyYVFJOERZUXZ2aFE9PQ%3D%3D&t=MTUyMjg3OTY2MA%3D%3D&z=2b4ffb4b95a3d9715e7fa092c7025a9dc7719e1466ce&v=Chosen_20161208114844.mp4,Action
Cleaner,Cleaner,,,2018,http://portal.suptv.me/stalker_portal/screenshots/19/1811.jpg,Cleaner,http://5.135.130.33:8800/vid.php?h=cmU0UXdCVjREQk9NNlowb2lqZVdZNVowTEdsc1Bhb1c5NWYrVTJXeHZYZVF0Z1R1d0EyN1pOclpESUFlVnNUTmFqc0ZONW45amJaT3dnSC9UM2puMWc9PQ%3D%3D&t=MTUyMjg3OTY2MA%3D%3D&z=a7e3268ee6ed35099e24116b53ce202b4dad36877612&v=Cleaner_20161208115133.mp4,Action
1987,1987,,,2018,http://portal.suptv.me/stalker_portal/screenshots/19/1812.jpg,1987,http://5.135.130.33:8800/vid.php?h=L1dOdEtZUnp0VU8xMkpUbUVsNTU2SEFVZDZsSUNaT0Z3Mm4rYjk4ZTlHWkV1MUxvLzBsc0ROTXJvb0ZjalFSbFlUWVIweUNXc2RZZ2VhZUpRaC9meGc9PQ%3D%3D&t=MTUyMjg3OTY2MA%3D%3D&z=fcb73dd0ed8d3ce896c177ba918d90f3ea5a338d43a4&v=1987_20161208115316.mp4,Action
Creative Control,Creative Control,,,2018,http://portal.suptv.me/stalker_portal/screenshots/19/1813.jpg,Creative Control,http://5.135.130.33:8800/vid.php?h=bkp1emoyaDFBSzFYbFEyQ2xLaGFYeFkrMEdEVG5hNGNUQ0F0cXEwMDJxKzcwYzVzQTRBaElmTEk1SnBZSnRxYnNBSXdocXNFdkZSc21jL0tpenRiQUE9PQ%3D%3D&t=MTUyMjg3OTY2MA%3D%3D&z=a7433a208fc3d16f15787563a401240282b809c2aba6&v=Creative-Control_20161208115508.mp4,Action
Criminal,Criminal,,,2018,http://portal.suptv.me/stalker_portal/screenshots/19/1814.jpg,Criminal,http://5.135.130.33:8800/vid.php?h=dFNCbzNNL1BCYmNYdnVNWGREQ25tTHlwdmJMVUVLM1NPQmRUNkVZZXFuVllPaU1rOFlwcUJpRFVJZDhta29Bd1RkeDdLQnNHMnR6TVFxcXBXTmx3blE9PQ%3D%3D&t=MTUyMjg3OTY2MA%3D%3D&z=31bd2fd90c3c2d163a8d113159fc69f841379632b90c&v=Criminal_20161208115644.mp4,Action
Crimson Peak,Crimson Peak,,,2018,http://portal.suptv.me/stalker_portal/screenshots/19/1815.jpg,Crimson Peak,http://5.135.130.33:8800/vid.php?h=OVJTYnpQSHpzZkdPUm5tNjdxM3I4UW4zTWRRcE1ud3hYZkMwcmhlUHN0eS82SndIMHlocURqMEtQeHd5K2pUSjVrOWljS2ZrYlhKWitXMFdrQkprbWc9PQ%3D%3D&t=MTUyMjg3OTY2MA%3D%3D&z=8ceaa8336afdaec743b2042428e6f540b2ddfbfbdee4&v=Crimson-Peak_20161208115817.mp4,Action
Dad s Army,Dad s Army,,,2018,http://portal.suptv.me/stalker_portal/screenshots/19/1816.jpg,Dad s Army,http://5.135.130.33:8800/vid.php?h=V1lwWEd4Q3B0UURLc014K1pLc2NTYklxRWhRazlkWm11SGhkeXNkTmRSS09ZVWJWSUhiU3Q4ejlaa0ZEcWJSNGJnWEppQ0d1UmhLWVkvWTNsZW10Qnc9PQ%3D%3D&t=MTUyMjg3OTY2MA%3D%3D&z=9b03449cd4aa0d540d632f772088407256fac93b2865&v=Dads-Army_20161208120215.mp4,Action
Deep Web,Deep Web,,,2018,http://portal.suptv.me/stalker_portal/screenshots/19/1817.jpg,Deep Web,http://5.135.130.33:8800/vid.php?h=cFRWMjJDMlk3ZVV1VU9ubldrMVNCa0ZveHAvS3E2bXUxTWF2b3FvdlFpYnNDR2ZRdUFRZXpDZGxBRWJEOG41ZE5xakV0SkhuQXBlQkFOSDA4dzFVbGc9PQ%3D%3D&t=MTUyMjg3OTY2MA%3D%3D&z=acd685b49de317eaf695429d750ea937d12ba9f73293&v=Deep-Web_20161208120402.mp4,Action
Dementia,Dementia,,,2018,http://portal.suptv.me/stalker_portal/screenshots/19/1818.jpg,Dementia,http://5.135.130.33:8800/vid.php?h=dnNCSklvbGtWNW1DcXQzUUdsZHdUVEpIejBRdFlSZ1V1TS9Sb1FVSXlYbGFoNWhFYzNTNWF0aTYvV3k5MWUzbmxPTWdIUW9nOTBkelh1cDBWb01hTHc9PQ%3D%3D&t=MTUyMjg3OTY2MA%3D%3D&z=992a8bf6887e79453c44d7fb512036a95b609f2ccf11&v=Dementia_20161208120548.mp4,Action
Demolition,Demolition,,,2018,http://portal.suptv.me/stalker_portal/screenshots/19/1819.jpg,Demolition,http://5.135.130.33:8800/vid.php?h=TjRlZXhHMGRxdFNkSXlMUlNJQUdiRWIrVm1DbkN3b1Axb0R0TzRJa2hiUmtqUDUzY2J4bThmTWtTSGd4bXRYb0NMeFBpSWJvQ2VhZHk1NldHbUp5dFE9PQ%3D%3D&t=MTUyMjg3OTY2MA%3D%3D&z=387bc04c37cd83c209710f44eb25f9098729a3ed50f5&v=Demolition_20161208120731.mp4,Action
Dracula Untold,Dracula Untold,,,2018,http://portal.suptv.me/stalker_portal/screenshots/19/1820.jpg,Dracula Untold,http://5.135.130.33:8800/vid.php?h=SU1tdThMcEdHM2kyUXJrYTBsR0JlakdFNWs5bzBhcWpIMDlJU05YTzBhMnQrcVRxYzdCbHVuMkM5REwxRHdpa2RDWXlYMUdSZFlrNHVjRnRNdDZhTGc9PQ%3D%3D&t=MTUyMjg3OTY2MA%3D%3D&z=51d175c27b119cb564fc693597b4029ab8f734142686&v=Dracula-Untold_20161208120930.mp4,Action
Eddie the Eagle,Eddie the Eagle,,,2018,http://portal.suptv.me/stalker_portal/screenshots/19/1821.jpg,Eddie the Eagle,http://5.135.130.33:8800/vid.php?h=aysvNkhBVkltSDQwdmh3YXprbVlvNDBUcWgzL1lNby82Tlo0T05SQkx5YnM5Ny9jbjlCcmJHTWtJS0V1cXN5QjlMSGt5OWdObjg3NE9GTlJ4SW1TUHc9PQ%3D%3D&t=MTUyMjg3OTY2MA%3D%3D&z=1c8f96013e2fd66ae395976472e8b56fdf9b37af9ee9&v=Eddie-the-Eagle_20161208121147.mp4,Action
Eliminators,Eliminators,,,2018,http://portal.suptv.me/stalker_portal/screenshots/19/1822.jpg,Eliminators,http://5.135.130.33:8800/vid.php?h=clRIQzRFZE9TOTgrUGFZaGFaYVd4ellEZTNIL1VsaUgwc1Y5c3RzVGV6eXhwTDljVFFSangzMWNZSG9wak5qMVpWVkZwS1d4WDJwOU5VZG9ZUzJZMHc9PQ%3D%3D&t=MTUyMjg3OTY2MA%3D%3D&z=f554a1dc3e7f165ee846a1b2c8ed4811026d5684602c&v=Eliminators_20161208121354.mp4,Action
Enigma,Enigma,,,2018,http://portal.suptv.me/stalker_portal/screenshots/19/1823.jpg,Enigma,http://5.135.130.33:8800/vid.php?h=cmg0WjZHSXBWUGpTWm0wbmxyblhwTUM4SmJOTVVLb3ZNZElVa2tUcWxKRjJKcFNHVmp4UU42VzFXc29kWUF3djc2dnIzNnlNd3NLNENqcnFYb01ZVEE9PQ%3D%3D&t=MTUyMjg3OTY2MA%3D%3D&z=b347a1ec64f8169df068f88f9fd847cff2f5602bd189&v=Enigma_20161208121559.mp4,Action
Fantastic Four,Fantastic Four,,,2018,http://portal.suptv.me/stalker_portal/screenshots/19/1824.jpg,Fantastic Four,http://5.135.130.33:8800/vid.php?h=MC9FbnhPWFkxUHlJSVUwQ2pTV2lta0w0RWlYcUUweVNXL1EwNFBzU2RQYkdwaVdMY3BLUE0xbUh5Q2FBcmo0cnRyTy93YWZWTndPdGVMbkc4OFg0WUE9PQ%3D%3D&t=MTUyMjg3OTY2MA%3D%3D&z=70cd86b2eb1fb64ded37678516df68929176b456c5ac&v=Fantastic-Four_20161208121853.mp4,Action
The Cove,The Cove,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1753.jpg,The Cove,http://5.135.130.33:8800/vid.php?h=S0dhZkxJbFp6RmpQSTloVmZ0WWNlVzZpUlRaMFlyMzZzMTVPbnlmemh1ZUI1SDlVRFp5N0RvVFpoS0xlTUhnbUJ3QnZXOE5YZ0R2ZUttS2NBMnk4cmc9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=4bebbff1666f3ed4b6df8a05c3a251a2e200d5b39ae7&v=The-Cove_20161128151810.mp4,Action
The Last King of Scotland,The Last King of Scotland,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1754.jpg,The Last King of Scotland,http://5.135.130.33:8800/vid.php?h=djh1OFYzeUdHcFRoWnV4S0dHeXh1ZXdEQjFtTVFHaWdQU1RFU3g3TzN0QWJvOXp6TFdOYlArUUJ5UncwNmlUcFV0bjZGQWsrYVY1elQ0NG0zc1FYL0E9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=b46002c0a96ac6ca674dfdeed78f7423d0e70f47423e&v=The-Last-King-of-Scotland_20161128152006.mp4,Action
Up,Up,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1755.jpg,Up,http://5.135.130.33:8800/vid.php?h=KzhJOWpHWllzMnhnY1lVemxTdjFKM0l1TW05RVdSVHNFblBZc2hSc3lzbUVDSnRYMEprcTNHK1J2aXUyTm9PY1FuUmF0L0FjV3VGMVhFRmVUUkJKcmc9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=db677dd067f3ed0210805ea2a4338b9813c940b63177&v=Up_20161128152151.mp4,Action
Gridlocked,Gridlocked,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1756.jpg,Gridlocked,http://5.135.130.33:8800/vid.php?h=V05vNkQvS09Nc0tZNWxKNW1KSDZCWDBHZUMyMnFpRnhrdmFQTDNnQWh1eVJQYTZMRTVzdVBxYkIzMUZ6NkJjREJYUTdVTjNJbWdEMlhkWmlvNmxFQXc9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=3b39b0932a96566cd0582b1459e5e3dd219b8f3cd9c4&v=Gridlocked_20161128152303.mp4,Action
Helix,Helix,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1757.jpg,Helix,http://5.135.130.33:8800/vid.php?h=ZG93d1plT0NMYWdTM1g1UzJmVzltdGNZd0lXbFFsT0kvWGdOaEhVRlVBMFBOSGxDNlE4SWQwOEtlVW1jaHd4RW1MSnNxTjA0YU5TVkVDSVQybzJvaWc9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=88df73b2c561076ee3b039aade7cbdaba8de99bf5c4f&v=Helix_20161128152459.mp4,Action
Hyena Road,Hyena Road,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1758.jpg,Hyena Road,http://5.135.130.33:8800/vid.php?h=U0FwRFlETGlyaVQycjJFcnZreXhWMUVBNzZ3bStmc3BraE9pNi9WT0w3Y0E0c3RrcWR1ZG9KOXRSWmxLS29IRTA3c1hrOHBjS3Y2L3haenNROG42dVE9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=3240fc86ab6860a5e10ed076d57c6f53d7ed6b1e69d5&v=Hyena-Road_20161128165530.mp4,Action
John Wick,John Wick,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1759.jpg,John Wick,http://5.135.130.33:8800/vid.php?h=VVlyOGo0MnlBUk80OEMxWkl1TWxWMHlIZmtHRGlNRjdUV2tuQXMzWDhZc2VWdDdCMEorcEZ2MkRpWSt3ZGZPem8xdUxMcHN2NnpXT1N0cGVlRjR2dUE9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=274a3e196e14177929a6165dc835d4e9c52562dff73b&v=John-Wick_20161128170241.mp4,Action
Kill or Be Killed,Kill or Be Killed,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1760.jpg,Kill or Be Killed,http://5.135.130.33:8800/vid.php?h=azhsa29ZRXl4SjR6bm5tNnVuV0RmSmlOd2MwUDVuVXNVb0dDU2MvQzN5dHM5cXFTaGpIVDB1U3JpMDYzbFFXdDBZbm5zR3BXdFJJcFcvcWpwZEdTaWc9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=83ddd2de914a8e0bf1e329c3e1ea52f3c7b2e6d7d10f&v=Kill-or-Be-Killed_20161128170523.mp4,Action
The Hateful Eight,The Hateful Eight,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1761.jpg,The Hateful Eight,http://5.135.130.33:8800/vid.php?h=RWIzYUh3TDh0ai9GQ2plKys5MU9leFJwMVBPbGlQVzAvN3JvTndLemZTd2hrNTJPZHRZamFnbmdkaW5wYmJwZHVBcmpXUThMalpGMHJkZ2d4K0kza1E9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=8969e0cc5ba2aa49fb0063c9fe52aff6b70020ddc94d&v=The-Hateful-Eight_20161128171102.mp4,Action
Equilibrium,Equilibrium,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1762.jpg,Equilibrium,http://5.135.130.33:8800/vid.php?h=aElEcm9oOW5RTzFpZmJVYnV5dmtjMjlXSmNjSFQ3Z21RZVcveVhzZmVod29lOHRyQkV4UUtGdmNnMHNXaTZtTWh6SFgxRFgxaFplQzRkbTZjNkIvYXc9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=212606e0a116771910fcf08043a6cff4240dfbf495f1&v=Equilibrium_20161128174834.mp4,Action
The Recruit,The Recruit,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1763.jpg,The Recruit,http://5.135.130.33:8800/vid.php?h=U291UytkckpWZWd6Qm5hRkNld1k3a1AzenVhTjI4VUhxejRBRTJZNVlrdktwUzE3dDZiVFlPMkZHS1ZISmpCZjI2UVFuU2FhWEtvTTZnM1BjcGQ4Mmc9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=a868f6ea95641d1334dc4753d78b00e719833aafc63e&v=The-Recruit_20161128175046.mp4,Action
Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1764.jpg,Teenage Mutant Ninja Turtles,http://5.135.130.33:8800/vid.php?h=djdwTzNOa3VzWTJMOHNva1FCQXMxaVRLYkJQN1U1cThEMzhtVThXUkE0OGhTaTFickRnVmlaY3dNajB2RVhhNGtHaE01eTFXSmRMWjhQS3d6OFhDSXc9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=7ba5a29920d5b4fe4a782e12c9e5bb25f49c86d28655&v=Teenage-Mutant-Ninja-Turtles_20161128175217.mp4,Action
Pete s Dragon,Pete s Dragon,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1765.jpg,Pete s Dragon,http://5.135.130.33:8800/vid.php?h=Z291WHlJTDRDaXZGb3IvUjVJdjg1UkYxVEZ0SHUwZnA4eitIYnJDZHk5UVcvVmtENWRXbDV4UmZCdUcrTHMrUEFRVVNCeFo0UXc2bGxXemZnV1ZtVEE9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=e497cd0fb1b4ff49a4d95c5b250630ccd01de35337bc&v=Petes-Dragon_20161128180000.mp4,Action
Safe House,Safe House,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1766.jpg,Safe House,http://5.135.130.33:8800/vid.php?h=TmRRbE1wTUVXazRRcGU1ZDZ1S3NvRXNxOHdTTVZGeXE4WGsvRWduRHFZTEV6N2duV3pPNm03NXhrRTFQamhRdHFFaVl0M2FzSVFwQjIxUlRwRVlqTFE9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=843f2b8e41a2624ab4852a5596f3a00c1071a54c6a6e&v=Safe-House_20161128180341.mp4,Action
Search Party,Search Party,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1767.jpg,Search Party,http://5.135.130.33:8800/vid.php?h=dE83em5JVWFYNGJ3aVk3N2Q3dnUrMjVkejVqZ1pwNHkrOTNSRVpIM0dGRnhlSU94c04yelJ1cGNOdVRmMys5dmZ1T1U0cDhxdGRETDgvWVd1c2xwWUE9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=16b36f9b555a9634b3dba1cd7e456e9ccb9f9e6ecd6c&v=Search-Party_20161128180546.mp4,Action
She Hate Me,She Hate Me,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1768.jpg,She Hate Me,http://5.135.130.33:8800/vid.php?h=aHF5cXJnK2hPMitmNlVwaDYrZkhJNkJrT01rcUIzeFhkQSs0ZkREYnpTMnRKVlN3NnBGb3BkdHErK2lzSFRONE1Zallyd0xKcTZMYUxIcnJ6Tkwva2c9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=db9424bd93e995f12f4e64531d223c1aedadf10c91c2&v=She-Hate-Me_20161128180801.mp4,Action
Star Trek Beyond,Star Trek Beyond,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1769.jpg,Star Trek Beyond,http://5.135.130.33:8800/vid.php?h=dVREQ0lvaDN5SU9RYnFmdlJiQ2ZhRzcrMW11VThpWDA5RFdES0dVdm5wNk1ZUHhyMTczclpJRGcvdFJvbEdVWmJtWVcwU3lrYStKSkRaYytvbDMyUFE9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=d560d882671024a91172f92292dff1d7ecdff30fbb72&v=Star-Trek-Beyond_20161128181115.mp4,Action
The Answer,The Answer,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1770.jpg,The Answer,http://5.135.130.33:8800/vid.php?h=NkkrQnRibllYSEJBK3dKMkc4Y1Roelc2dGF0bitGTWl3ZGUvTmh6QlVNM2tneVl1eHpNbHlMd2dQUXVMQVNsQjh0VTdhMEhPZ1FUZVk5dnVSdmdiZlE9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=cd0174f3b21940c1a17d6a7d9cdf4b97bcf0b371f185&v=The-Answer_20161128181303.mp4,Action
The Dark Knight,The Dark Knight,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1771.jpg,The Dark Knight,http://5.135.130.33:8800/vid.php?h=T0xTMXYrSm9HWWpWaFEweXZhVzE2cjk3ZUFiVjlJbEsvek14WS9QdU1YMkI0dEo1bWpwbjkwTVBtanA4SmNuaERQZkp6Y2sxRS9pSkNlT2RvZ2k4RUE9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=885ae3af68422fdd5401e774f216ee068accb5a6a821&v=The-Dark-Knight_20161128181430.mp4,Action
The Dark Knight Rises,The Dark Knight Rises,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1772.jpg,The Dark Knight Rises,http://5.135.130.33:8800/vid.php?h=dmZwUWNwNVp5ais5UTU2ajZiNy9yTWhGUy9nRExveVFmbEZTNWt5VUUrSHMwU3AzOCtJWkd0OCt0VVJGYmJ1LzhPT0pVcFFaajZHRnRDZURwa3puNlE9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=ce4e64e0150b77be90469800466813be432d0bbff716&v=The-Dark-Knight-Rises_20161128181604.mp4,Action
The Revenant,The Revenant,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1773.jpg,The Revenant,http://5.135.130.33:8800/vid.php?h=UEo3dWl0bEhNb1FmeGpOOHR3dUNxcFpXenZNbFo5YldWZThIblZLVTE2VERmeUNPanJVcDBSdW95cU1CZkU4NTVNdHdpN2hFOFFPTjNtT0ZQWVIvMFE9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=83c435745ef5b5d8a2ec0206203a505bee8fb645dd54&v=The-Revenant_20161128181757.mp4,Action
The BFG,The BFG,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1774.jpg,The BFG,http://5.135.130.33:8800/vid.php?h=ejdVOUgyMVJ5YVE3NXNpa0pnS1hYc1IyUVpIUlgvVWlLcWxlUUF1RjhjZXVRY3VSK09VN1p4ZzB1MTNkajVQN2lBa1N3aVlBNUQ5Ym9qWVl3TkRaYnc9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=d84419954a4e6178dfbf380d7096d6bffad54e852efe&v=The-BFG_20161128182024.mp4,Action
Subconscious,Subconscious,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1775.jpg,Subconscious,http://5.135.130.33:8800/vid.php?h=MGxETUFPT2FiSUoxelVjWVMvRUlVTzAzVGFLeGhNRnp4d3VkbTBpakV6VVFrdzdCNjhJczVXa2FhcGtLcXNBdXVwWFg4SUpNeUVoUFFvMWlzbVdMRGc9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=b592aaee18032afae7fad439bc473a25e619198b823a&v=Subconscious_20161128182206.mp4,Action
Tale of Tales,Tale of Tales,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1776.jpg,Tale of Tales,http://5.135.130.33:8800/vid.php?h=NzlCUjJ0ZkhOakwyUXRqR2ZVclpBSWRoMzJJQzNhQTVnUHVPeVdsTXBsellFbEdWZjFETTBCSmJIbmtJa3JBQWMrazNDMDV1Q1lzcmFQazVVdm9CbVE9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=713634e8f44efbfdde5ea122b2e5d57f9cb4f40821b6&v=Tale-of-Tales_20161128182534.mp4,Action
February,February,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1777.jpg,February,http://5.135.130.33:8800/vid.php?h=VnFMUjJKdmRHWDRPOUtMczJYTjJxa1Z4VTUwN3hYN0VYdFUvUFFFWlN4UDVxcnFCL3g3a0JBZnJEai9YclBUUzdSU0ZYY2VVVXhyRE54c1BXM3F3OFE9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=e60485a9bf725ab8f321f6399c6f850d423806e50d41&v=February_20161128182748.mp4,Action
February,February,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1778.jpg,February,http://5.135.130.33:8800/vid.php?h=T1dMUDhTUFZLdTJ6WkNQYTFiTkRrNXRzVmF5d2N1S2RRWnZUMEtMdlFENHdRL0M0VGpaQ1ZDcE1WN05tTzhSMmhSKzhqcHByMTU1WWFXN29LZTNjaGc9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=56408b26534e4b56bce61c9482664adb5d3bc7071ca7&v=February_20161128182748.mp4,Action
The Legend of Tarzan,The Legend of Tarzan,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1779.jpg,The Legend of Tarzan,http://5.135.130.33:8800/vid.php?h=SzJ5Q0Nmc0NEZHF6SEdzNnNjdG5jQ2lkUnlQUFJmamJyeEh2dENyeDM1UjFsNHR5QU9nZE9PL0VWWkJ5ZkdIbWxjQ0d1UlJLZHlQNzBBcjY3ZG9iNmc9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=453f8d4c886ebef44224125d00e7777ee5fba560e33d&v=The-Legend-of-Tarzan_20161128183247.mp4,Action
The Lobster,The Lobster,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1780.jpg,The Lobster,http://5.135.130.33:8800/vid.php?h=SUR6V25vRUc0VEt3bFUwUWZPcnNnemF6NlVlRzJ5dFlIMytlZ0tRczE2bzBGVWd5VDBlS0hYWVNUYmVUdUZjd2ZudVF2aGtZS1NHamNsbjZjL1ZKNGc9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=53ec8f3be0e7dd50995fefb33297ef1d8d9b7975d9fb&v=The-Lobster_20161128183431.mp4,Action
The Man from U.N.C.L.E.,The Man from U.N.C.L.E.,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1781.jpg,The Man from U.N.C.L.E.,http://5.135.130.33:8800/vid.php?h=eUFyQzRqTkxrZGFiUGVVVEFKMTltc3k5aTdreVM0d010eWloc2hLc3JTVTM3WkVja2VjVmsrVW1zaEQxbWZNazVZSDNPSCt0bUFMTExMWXFpYzluSFE9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=a88301e9eccd37a327f61f5f3dc0a6235bc44e4117ad&v=The-Man-from-UNCLE_20161128183800.mp4,Action
The Perfect Weapon,The Perfect Weapon,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1782.jpg,The Perfect Weapon,http://5.135.130.33:8800/vid.php?h=bVFHYk5OTkVYYlA0TTBHWXZZeDhaYm9NaGtPQUpBOU5QMUZzUDNHVVVheHhMbXIzeCtDMHMyMEZCdUNvVzNQMG9PRy9rWGRRbEx2dkpFaXhZejJsQlE9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=cb929eb9f8ccd80ebec2c038670e3e4f5926b86f535f&v=The-Perfect-Weapon_20161128183924.mp4,Action
The Purge  Election Year,The Purge  Election Year,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1783.jpg,The Purge  Election Year,http://5.135.130.33:8800/vid.php?h=dGEzMTBmT3B6QXZ1T1hRWEhYWTNrS2tRYTZUc2xzcG5HdlMxYktBQlhNOVNKS2gwNGlxK2xySHNuTVlveGM3YWRiVk82aGwxMU5TakUvWlY5akJ0MUE9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=638b4ee6ff50fd5d66f3becfdd8b19c7f47660bb255e&v=The-Purge-Election-Year_20161128184154.mp4,Action
The Salvation,The Salvation,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1784.jpg,The Salvation,http://5.135.130.33:8800/vid.php?h=M01PcXAwcCt5aHdzSTZ2QWN2NkNxbytkZXhOb3dZaHdGYnFTZnAwR2l4OVRjK3BuOWJjU0VOT3VGSXB2NFJReExFeXhKdUlHdlJtalJiTjAzWTBFd3c9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=7832dc62a0131377b74f01756b7369015a1e3282e2ff&v=The-Salvation_20161128184347.mp4,Action
The Santa Clause 2,The Santa Clause 2,,,2018,http://portal.suptv.me/stalker_portal/screenshots/18/1785.jpg,The Santa Clause 2,http://5.135.130.33:8800/vid.php?h=MDcxdjhBaUFtS2Z1MVFPZ3N0N2MrVkUzeEpQc0FQd2VjRUI1eHU3N0pVV0pqYU5YMHpjNjhObHZZSmx3MmY2STAyekF2Q0o2SHhFVGR6azEvSmdJeHc9PQ%3D%3D&t=MTUyMjg3OTY1OQ%3D%3D&z=b44b6f367a6b9c054db63d9524a6ef5a581b6c746e7b&v=The-Santa-Clause-2_20161128184512.mp4,Action
